类别,文本,分词结果,label
0,大为股份：子公司拟25亿元投建年产4万吨碳酸锂冶炼加工项目,大为 股份 子公司 亿元 投建 年产 万吨 碳酸锂 冶炼 加工 项目,0
0,中烟香港(06055)发盈喜 预期中期股东应占利润增长逾100%,中烟 香港 发盈喜 预期 中期 股东 利润 增长,0
0,大为股份(002213.SZ)：拟25亿元投建年产4万吨碳酸锂冶炼加工项目,大为 股份 亿元 投建 年产 万吨 碳酸锂 冶炼 加工 项目,0
0,康宁医院(02120.HK)达成复牌指引 拟6月8日复牌,康宁 医院 达成 复牌 指引 日复牌,0
0,中烟香港(06055.HK)盈喜：预计上半年公司所有者应占利润增幅不低于100%,中烟 香港 盈喜 预计 上半年 公司 所有者 利润 增幅 低于,2
0,伊戈尔(002922.SZ)实控人累计增持公司2%股份 增持实施完毕,伊戈尔 实控 累计 增持 公司 股份 增持 实施 完毕,2
0,交通银行(03328)：刘建军任首席风险官获国家金融监督管理总局核准,交通银行 刘建军 首席 风险 官获 国家 金融 监督管理 总局 核准,0
0,康宁医院(02120)：复牌指引已达成 6月8日复牌,康宁 医院 复牌 指引 已达成 日复牌,0
0,交通银行(03328.HK)：林骅、刘建军及王文进的任职资格获核准,交通银行 林骅 刘建军 王文进 任职 资格 核准,0
0,新钢股份(600782.SH)：拟不超2亿元向欧冶工业品增资,新钢 股份 拟不超 亿元 欧冶 工业品 增资,0
0,朗坤环境(301305.SZ)：拟使用不超11亿元闲置自有资金进行委托理财,朗坤 环境 不超 亿元 闲置 自有 资金 委托 理财,0
0,富智康集团(02038.HK)附属公司提议出售若干资产,富智康 集团 附属 公司 提议 出售 若干 资产,2
0,申华控股(600653.SH)：力争实现汽车零售板块收入、利润恢复性增长,申华 控股 力争 汽车 零售 板块 收入 利润 恢复性 增长,0
0,致欧科技(301376.SZ)：网上路演时间为6月9日14:00-17:00,致欧 科技 网上 路演 时间,0
0,海尔智家(06690)6月7日回购55万股H股及80万股A股,海尔 智家 回购 万股 股及 万股,0
0,恒勃股份(301225.SZ)披露中签结果：中签号码共有2.3173万个,恒勃 股份 披露 中签 中签 号码 共有 万个,0
0,豪江智能(301320.SZ)将于6月9日在创业板上市,豪江 智能 创业板 上市,0
0,飞沃科技(301232.SZ)披露中签结果：中签号码共有1.3065万个,飞沃 科技 披露 中签 中签 号码 共有 万个,0
0,海尔智家(06690.HK)6月7日耗资1298.99万港元回购55万股,海尔 智家 耗资 万港元 回购 万股,0
0,由于进口增加，美国贸易出现六个月以来最大逆差,进口 增加 美国 贸易 六个月 逆差,3
0,海看股份(301262.SZ)IPO定价为30.22元/股 6月9日申购,海看 股份 定价 申购,0
0,威士顿(301315.SZ)IPO定价为32.29元/股 6月9日申购,威士顿 定价 申购,0
0,润建股份(002929.SZ)：2022年度权益分派10派2.5元 股权登记日6月13日,润建 股份 年度 权益 分派 股权 登记日,0
0,汉威科技(300007.SZ)：在人形机器人领域，公司在与部分厂商开展技术合作,汉威 科技 人形 机器人 领域 公司 厂商 技术 合作,2
0,汇鸿集团(600981.SH)：首创的“三自一专”模式促进跨境电商业务稳健发展,汇鸿 集团 首创 三自 一专 模式 跨境 电商 业务 稳健 发展,0
0,2连板国芳集团：未发现可能对公司股价产生较大影响的报道或市场传闻,连板 国芳 集团 发现 公司 股价 较大 影响 报道 市场,0
0,17天11板“妖股”董事长、监事会主席辞职!谁在爆炒杭州热电？,妖股 董事长 监事会 主席 辞职 爆炒 杭州 热电,0
0,卫宁健康(300253.SZ)2022年度拟每10股派0.1元 6月15日除权除息,卫宁 健康 年度 股派 除权 除息,0
0,汉威科技(300007.SZ)：柔性传感器在非侵入式的脑部生理电等信息采集方面能够产生应用，但目前尚处于早期研发阶段,汉威 科技 柔性 传感器 侵入 脑部 生理 电等 信息 采集 处于 早期 研发 阶段,0
0,汉威科技(300007.SZ)：公司积极布局脑机接口相关技术，并取得一定进展,汉威 科技 公司 布局 脑机 接口 相关 技术 进展,2
0,洲明科技(300232.SZ)拟10股派0.15元 于6月14日除权除息,洲明 科技 股派 除权 除息,0
0,央行持续出手！狂买620亿！,央行 持续 出手 狂买,0
0,汉威科技(300007.SZ)：苏州能斯达目前产品性能成熟稳定，已经实现批量出货,汉威 科技 苏州 能斯达 产品 性能 成熟 稳定 批量 出货,0
0,*ST深南(002417.SZ)：深交所决定公司股票终止上市,深南 深交所 公司股票 终止 上市,0
0,雅本化学(300261.SZ)：控股股东拟减持不超3%股份,雅本 化学 控股 股东 减持 不超 股份,0
0,格隆汇6月7日丨据市场消息，德国蒂森克虏,格隆汇 市场 德国 森克虏,0
0,博世科(300422.SZ)：与大陆希望签署战略合作框架协议,博世 大陆 希望 签署 战略 合作 框架 协议,0
0,盘前：道指期货涨0.1% 美银：散户投降预示美股上涨,盘前 期货 美银 散户 投降 预示 美股 上涨,0
0,联合光电(300691.SZ)拟10股派1元 于6月15日除权除息,联合 光电 股派 除权 除息,0
0,科陆电子(002121.SZ)：收到1.63亿元中标通知书,科陆 电子 收到 亿元 中标 通知书,0
0,叙福楼集团(01978)将于6月27日派末期股息每股7.77港仙,叙福楼 集团 日派 末期 股息 每股 港仙,0
0,中欣氟材(002915.SZ)：2022年度权益分派10派2元 股权登记日6月15日,中欣氟材 年度 权益 分派 股权 登记日,0
0,硕贝德(300322.SZ)：拟投资2.55亿元开展新能源线束生产项目,硕贝德 投资 亿元 新能源 线束 生产 项目,0
0,瑞丰新材(300910.SZ)大股东中石化资本累计减持148.8万股,瑞丰 新材 股东 中石化 资本 累计 减持 万股,0
0,品渥食品(300892.SZ)：拟回购0.5%-1%公司股份,品渥 食品 回购 公司 股份,2
0,品渥食品：拟回购50万股-100万股,品渥 食品 回购 万股 万股,0
0,受益产品涨价 金宝汤Q3利润超预期,受益 产品 涨价 金宝 利润 预期,0
0,苹果MR开发套件已开放申请 中国开发者期待推动3D内容生态,苹果 开发 套件 开放 申请 中国 开发者 期待 推动 内容 生态,1
0,失去“财富密码”，东方财富失速,财富 密码 东方 财富 失速,0
0,海能实业(300787.SZ)遭大股东李伟雄及其一致行动人大宗交易减持345.03万股,海能 实业 遭大 股东 李伟雄 大宗 交易 减持 万股,0
0,东方电气(01072)：同意委任冯勇为联席公司秘书,东方 电气 同意 委任 勇为 联席 公司 秘书,2
0,浪潮数字企业(00596)将于8月10日派发末期股息每股0.02港元,浪潮 数字 企业 派发 末期 股息 每股 港元,0
0,唯科科技(301196.SZ)：2022年度权益分派10派7元 股权登记日6月14日,唯科 科技 年度 权益 分派 股权 登记日,0
0,九典制药(300705.SZ)：从外用抗炎镇痛药物的市场竞争格局来讲，目前化药品种较少，未能很好的满足患者的用药需求,九典 制药 外用 抗炎 镇痛 药物 市场竞争 格局 药品 种较 未能 患者 用药 需求,0
0,深交所：山东航空股份有限公司股票终止上市,深交所 山东 航空 股份 有限公司 股票 终止 上市,0
0,海能实业(300787.SZ)：减持数量已过半 李伟雄及其一致行动人减持合计345.03万股,海能 实业 减持 数量 过半 李伟雄 减持 合计 万股,0
0,苏新服务(02152.HK)以580.81万元出售苏高新怡养健康管理49%股权,苏新 服务 万元 出售 高新 怡养 健康 管理 股权,0
0,“宁王”遭大摩看空，股价放量跌超6%…分析 市场反应明显过度,宁王 遭大摩 看空 股价 跌超 分析 市场 过度,0
0,中化岩土(002542.SZ)：董事刘忠池拟减持不超过950万股,中化 岩土 董事 刘忠池 减持 超过 万股,0
0,一天杀两“白马”！原因可能是TA......,白马 原因,0
0,九典制药：洛索洛芬钠凝胶贴膏在广东联盟的降价幅度是25%,九典 制药 洛索洛芬 凝胶 贴膏 广东 联盟 降价 幅度,0
0,"11板""妖股""突发！董事长、监事会主席双双辞职，年薪均超百万......",妖股 突发 董事长 监事会 主席 双双 辞职 年薪 百万,0
0,新和成(002001.SZ)2022年度拟每10股派5元 6月14日除权除息,新和成 年度 股派 除权 除息,0
0,海融科技(300915.SZ)：海融香港拟设立马来西亚全资子公司,海融 科技 海融 香港 设立 马来西亚 全资 子公司,0
0,九典制药(300705.SZ)：洛索洛芬钠凝胶贴膏在广东联盟的降价幅度是25%,九典 制药 洛索洛芬 凝胶 贴膏 广东 联盟 降价 幅度,0
0,京投交通科技(01522.HK)拟成立合营从事智慧枢纽相关业务项目,交通 科技 成立 合营 智慧 枢纽 相关 业务 项目,0
0,海融科技(300915.SZ)：海融香港拟设立菲律宾控股子公司,海融 科技 海融 香港 设立 菲律宾 控股 子公司,0
0,信能低碳(00145.HK)拟折让约9.09%配售最多1.88亿股 净筹约708万港元,信能 折让 配售 亿股 净筹约 万港元,0
0,国联水产：2.21亿股限售股6月12日解禁上市，占公司总股本的19.5177%,国联 水产 亿股 限售 解禁 上市 公司 股本,2
0,大晟文化(600892.SH)：拟6034万元转让劝业场酒店83.3333%股权及酒店对应的土地使用权,大晟 文化 万元 转让 劝业场 酒店 股权 酒店 土地 使用权,0
0,东星医疗(301290.SZ)：拟推195.67万股限制性股票激励计划,东星 医疗 万股 限制性 股票 激励 计划,0
0,两个多月涨幅超20%！白银价格狂飙,两个 多月 涨幅 白银 价格 狂飙,0
0,足球领域仍有大量机会 凯雷集团寻求意甲媒体转播权交易,足球 领域 机会 凯雷 集团 寻求 意甲 媒体 转播权 交易,0
0,新和成(002001.SZ)：拟推第四期员工持股计划,新和成 员工 持股 计划,0
0,投资7年收益仅1倍，美的集团“清仓式”减持埃夫特,投资 收益 美的 集团 清仓 减持 夫特,0
0,5月末我国外汇储备规模为31765亿美元,月末 我国 外汇储备 规模 亿美元,0
0,慧舍科技溢价55%夺得合力泰控股权，百亿私募迎水投资等来“白马骑士”,慧舍 科技 溢价 夺得 合力 控股权 百亿 私募 迎水 投资 白马 骑士,0
0,今年立法工作计划公布，未提个税、房地产税法，重头戏是这些,立法 工作 计划 公布 提个 房地产 税法 重头戏,0
0,美亨实业(01897.HK)拟6月20日举行董事会会议 审批年度业绩,美亨 实业 董事会 会议 审批 年度 业绩,0
0,瑞茂通(600180.SH)：向激励对象授予6690万份股票期权,瑞茂通 激励 对象 授予 万份 股票 期权,0
0,经济观察：5月中国进出口增速意味着什么？,经济 观察 中国 进出口 增速 意味着,2
0,中国铝业(601600.SH)：预计2023年焦煤进口量与2022年持平,中国 铝业 预计 焦煤 进口量 持平,2
0,珍宝岛(603567.SH)：拟推256.03万股限制性股票激励计划,珍宝岛 万股 限制性 股票 激励 计划,0
0,中国铝业(601600.SH)：海外拥有18亿吨左右铝土矿资源,中国 铝业 海外 拥有 亿吨 铝土矿 资源,2
0,中国铝业(601600.SH)：目前国内原铝供需处于平衡状态,中国 铝业 国内 原铝 供需 处于 平衡 状态,2
0,三安光电(600703.SH)：拟投资70亿元从事生产碳化硅衬底 加快布局车规级碳化硅芯片,三安 光电 投资 亿元 生产 碳化硅 衬底 加快 布局 车规级 碳化硅 芯片,0
0,中国铝业(601600.SH)：公司氧化铝、电解铝完全成本竞争力均处于行业50%以内,中国 铝业 公司 氧化铝 电解铝 成本 竞争力 处于 行业 以内,2
0,中国铝业(601600.SH)：虽然今年氧化铝整体投产有所增加，但从整体供需情况来看仍处于宽松平衡状态,中国 铝业 氧化铝 整体 投产 有所增加 整体 供需 情况 处于 宽松 平衡 状态,2
0,三安光电：全资子公司与意法半导体公司成立合资公司，从事碳化硅外延、芯片生产,三安 光电 全资 子公司 意法 半导体 公司 成立 合资 公司 碳化硅 外延 芯片 生产,2
0,电报解读|星环科技(688031.SH)国产数据库加速国产替代，受益于AI在各个行业中的应用,电报 解读 星环 科技 国产 数据库 加速 国产 受益 行业,0
0,三安光电(600703.SH)：拟6.12亿美元设立合资公司 从事碳化硅外延、芯片生产,三安 光电 亿美元 设立 合资 公司 碳化硅 外延 芯片 生产,0
0,ESR(01821)：胡伟退任非执行董事,胡伟退 任非 执行 董事,0
0,美媒：高盛考虑亏本出售爱尔兰最大购物中心,美媒 高盛 亏本 出售 爱尔兰 购物中心,0
0,WSTS：预计今年全球半导体行业出现两位数下滑 但明年将反弹约11.8%,预计 全球 半导体 行业 两位数 下滑 明年 反弹,0
0,星环科技(688031.SH)：拟定增募资不超15.21亿元用于AI知识助理建设项目等,星环 科技 拟定 增募 资不超 亿元 用于 知识 助理 建设项目,0
0,士兰微(600460.SH)：定增申请获得证监会同意注册批复,士兰微 定增 申请 证监会 同意 注册 批复,0
0,涪陵榨菜(002507.SZ)拟10转3派3.8元 于6月16日除权除息,涪陵 榨菜 除权 除息,0
0,智翔金泰(688443.SH)：IPO发行价为37.88元/股 6月9日申购,智翔 金泰 发行价 申购,0
0,*ST腾信(300392.SZ)：深交所决定终止公司股票上市,腾信 深交所 终止 公司股票 上市,0
0,涪陵榨菜(002507.SZ)：2022年度权益分配10转3派3.8元 股权登记日6月15日,涪陵 榨菜 年度 权益 分配 股权 登记日,0
0,鹏鹞环保(300664.SZ)拟10股派1.5元 于6月14日除权除息,环保 股派 除权 除息,0
0,国科军工(688543.SH)：网上路演时间6月9日9:00-12:00,国科 军工 网上 路演 时间,0
0,中石油下属企业高管被街拍后续：涉事人免职 女子疑似内部员工,石油 下属 企业 高管 后续 涉事 免职 疑似 内部 员工,0
0,兴瑞科技(002937.SZ)：产能方面海内外共六大建设生产基地,兴瑞 科技 产能 海内外 六大 建设 生产 基地,0
0,鹏鹞环保(300664.SZ)：2022年度权益分派10派1.5469元 股权登记日6月13日,环保 年度 权益 分派 股权 登记日,0
0,海尔生物(688139.SH)：拟以4300万元对参股公司超立安增资,海尔 生物 拟以 万元 参股 公司 超立安 增资,2
0,移为通信(300590.SZ)拟10股派1.2元 于6月14日除权除息,移为 通信 股派 除权 除息,0
0,京基智农(000048.SZ)：控股股东拟协议转让所持5.00%股份,京基智农 控股 股东 协议 转让 股份,0
0,*ST中安(600654.SH)：撤销退市风险警示并继续实施其他风险警示 股票停牌,中安 撤销 退市 风险 警示 实施 风险 警示 股票 停牌,0
0,京基智农：5月公司销售生猪14.92万头，销售收入2.15亿元,京基智农 公司 销售 生猪 万头 销售收入 亿元,2
0,兴瑞科技(002937.SZ)：近期部分终端车型降价行为对公司暂无明显影响,兴瑞 科技 近期 终端 车型 降价 公司 暂无 影响,2
0,东方材料(603110.SH)：公司尚未从NOKIA处获得华为是否行使优先受让权的回函,东方 材料 公司 尚未 华为 行使 优先 受让 回函,2
0,爱克股份(300889.SZ)拟10股派0.602985元 于6月14日除权除息,爱克 股份 股派 除权 除息,0
0,兴瑞科技(002937.SZ)：在新能源汽车领域，开拓了日立安斯泰莫(Astemo)、日电产及中车时代等更多优质客户时，获得品牌背书和定点,兴瑞 科技 新能源 汽车 领域 开拓 日立 安斯泰 日电 产及 中车 时代 优质 客户 品牌 背书 定点,0
0,京基智农(000048.SZ)：5月生猪销售收入2.15亿元,京基智农 生猪 销售收入 亿元,0
0,Coinbase遭调查：被指非法赚取几十亿美元 “木头姐”仍加持,调查 非法 赚取 几十亿美元 木头 加持,0
0,争光股份(301092.SZ)拟10股派1.2元 于6月15日除权除息,争光 股份 股派 除权 除息,0
0,西高院(688334.SH)：网上发行最终中签率约为0.049%,高院 网上 发行 最终 中签率,0
0,中粮科工(301058.SZ)：2022年度权益分派10派2元 股权登记日6月14日,中粮 科工 年度 权益 分派 股权 登记日,0
0,阿特斯(688472.SH)于6月9日在科创板上市,特斯 创板 上市,0
0,建设银行(00939.HK)：纪志宏执行董事任职资格获核准,建设银行 纪志宏 执行 董事 任职 资格 核准,0
0,阿特斯(688472.SH)：股票将于6月9日科创板上市,特斯 股票 日科 创板 上市,0
0,*ST紫晶：6月8日进入退市整理期，预计最后交易日期为6月30日,紫晶 退市 整理 预计 交易 日期,0
0,环球友饮智能(08496.HK)委任信永中和为核数师,环球 友饮 智能 委任 永中 核数师,0
0,争光股份(301092.SZ)：2022年度权益分派10派1.2元 股权登记日6月14日,争光 股份 年度 权益 分派 股权 登记日,0
0,士兰微(600460.SH)向特定对象发行A股股票申请获证监会同意注册批复,士兰微 特定 对象 发行 股票 申请 证监会 同意 注册 批复,0
0,中国科传(601858.SH)：公司目前未投资开展生成式人工智能、AIGC等有关业务,中国 科传 公司 投资 生成式 人工智能 业务,2
0,欧洲央行诺特：如果通胀居高不下 可能需要进一步加息,欧洲央行 诺特 通胀 居高不下 进一步 加息,0
0,建设银行(00939.HK)：崔勇正式就任执行董事,建设银行 崔勇 正式 就任 执行 董事,0
0,东方材料：TDTECH公司章程中约定了股东的优先受让权条款,东方 材料 公司章程 约定 股东 优先 受让 条款,0
0,*ST腾信：收到股票终止上市决定,腾信 收到 股票 终止 上市,0
0,建设银行(00939)：崔勇正式就任执行董事,建设银行 崔勇 正式 就任 执行 董事,0
0,聚和材料(688503.SH)：子公司拟4.6亿元参与认购产业基金,材料 子公司 亿元 参与 认购 产业 基金,0
0,华兴源创(688001.SH)2022年拟每10股派3元 6月15日除权除息,华兴 源创 股派 除权 除息,0
0,聚和材料(688503.SH)：拟约12亿元投资建设高端光伏电子材料基地项目,材料 拟约 亿元 投资 建设 高端 光伏 电子 材料 基地 项目,0
0,金宏气体(688106.SH)2.22亿股限售股将于6月16日上市流通,金宏 气体 亿股 限售 上市 流通,0
0,大摩“唱空”，多家机构发声了！9000亿“宁王”估值怎么看？,大摩 唱空 多家 机构 发声 宁王 估值,0
0,禅游科技(02660.HK)因股票期权计划获行使增发100万股,禅游 科技 股票 期权 计划 行使 增发 万股,0
0,东方国信(300166.SZ)：公司已有数字水印技术，对于模型输出可以做防伪追踪,东方 国信 公司 已有 数字水印 技术 模型 输出 防伪 追踪,2
0,重仓茅台大赚的幕后“神秘”买家罕见现身！“新目标”竟是它！这些或为隐形重仓股......,重仓 茅台 幕后 神秘 买家 罕见 现身 目标 竟是 隐形 重仓股,0
0,因期权获行使 禅游科技(02660)发行100万股,期权 行使 禅游 科技 发行 万股,0
0,九号公司(689009.SH)：存托凭证持有人减持超过1%,九号 公司 存托 凭证 持有人 减持 超过,2
0,ESR(01821)根据获行使KM雇员持股计划发行207股,行使 雇员 持股 计划 发行,0
0,堂堂老牌国企也造假？航天动力：5年虚增收入38亿，背后又见“老炮儿”隋田力,堂堂 老牌 国企 造假 航天 动力 虚增 收入 背后 老炮儿 隋田力,0
0,德国陷衰退 希腊经济意外萎缩 欧元区整体经济蒙上阴影,德国 衰退 希腊 经济 意外 萎缩 欧元区 整体 经济 阴影,0
0,蒙牛乳业(02319)6月7日斥资约924.42万港元回购30万股,蒙牛 乳业 斥资 万港元 回购 万股,0
0,4000万撬动免死金牌，37位内部股东提前喊减持，晨丰科技：高举7家“三无公司”，进军新能源啦！,撬动 免死 金牌 内部 股东 提前 减持 晨丰 科技 高举 三无 公司 进军 新能源,2
0,科博达(603786.SH)拟每股派0.5元 于6月15日分红,科博达 每股 分红,0
0,家联科技(301193.SZ)：504万股限售股将解除限售、实际可上市流通的为126万股,家联 科技 万股 限售 解除 限售 上市 流通 万股,0
0,蒙牛乳业(02319.HK)6月7日耗资922.42万港元回购30万股,蒙牛 乳业 耗资 万港元 回购 万股,0
0,飞龙股份(002536.SZ)：目前已建立联系、定点及批量供货的新能源客户有理想、蔚来、奇瑞、零跑、广汽埃安、吉利等120余家,飞龙 股份 建立联系 定点 批量 供货 新能源 客户 理想 蔚来 奇瑞 零跑 广汽埃安 吉利 余家,0
0,比亚迪股份(01211):吕向阳所持的265万股被解押,比亚迪 股份 向阳 所持 万股 解押,0
0,银河磁体(300127.SZ)：2022年度权益分派10派4元 股权登记日6月14日,银河 磁体 年度 权益 分派 股权 登记日,0
0,飞龙股份(002536.SZ)：不会在发动机热管理产品上再进行投资,飞龙 股份 发动机 管理 产品 投资,0
0,国联水产(300094.SZ)：2.21亿股限售股将于6月12日解禁,国联 水产 亿股 限售 解禁,0
0,中国5月出口同比转跌，人民币短线走弱，外贸人体感如何？,中国 出口 同比 转跌 人民币 短线 走弱 外贸 人体,2
0,中石油旗下公司“牵手门”涉事人员被免职,石油 旗下 公司 牵手 涉事 人员 免职,2
0,广东湛江开建琼州海峡客滚运输应急保障基地,广东 湛江 开建 琼州海峡 客滚 运输 应急 保障 基地,0
0,花旗：维持永达汽车买入评级 目标价降至5.32港元,花旗 永达 汽车 买入 评级 目标价 港元,0
0,万达集团又一个坏消息！王健林慌不？,万达 集团 坏消息 王健林,0
0,金宏气体(688106.SH)：2.22亿股限售股6月16日解禁,金宏 气体 亿股 限售 解禁,0
0,欣旺达(300207.SZ)：近期发布闪充电池系列解决方案，有效支持1000公里续航里程，实现10分钟从20%充至80%SOC,欣旺达 近期 发布 闪充 电池 系列 解决方案 支持 公里 续航 里程 分钟 充至,0
0,亿帆医药(002019.SZ)：甲硫酸新斯的明注射液境内注册上市许可申请获受理,亿帆 医药 硫酸 斯的明 注射液 境内 注册 上市 许可 申请 受理,0
0,欣旺达(300207.SZ)：动力电池板块国内客户包括吉利、东风、理想等，海外客户包括雷诺、日产等,欣旺达 动力电池 板块 国内 客户 包括 吉利 东风 理想 海外 客户 包括 雷诺 日产,0
0,多家基金错失英伟达 已纷纷认错回补,多家 基金 错失 伟达 纷纷 认错 回补,0
0,电投产融(000958.SZ)：股东云能资本非公开发行可交换公司债券获得符合深交所挂牌条件无异议函,投产 股东 云能 资本 公开 发行 交换 公司债券 符合 深交所 挂牌 条件 无异议,0
0,欣旺达(300207.SZ)：公司基地布局和建设已提前规划好了，不存在这一方面的困难,欣旺达 公司 基地 布局 建设 提前 规划 困难,2
0,欣旺达(300207.SZ)：动力电池市场仍处于洗牌的过程中，公司有望在近两年加速洗牌的过程中脱颖而出,欣旺达 动力电池 市场 处于 洗牌 过程 公司 有望 近两年 加速 洗牌 过程 脱颖而出,2
0,大业股份(603278.SH)：减持数量已过半 郑洪霞累计减持118万股,大业 股份 减持 数量 过半 郑洪霞 累计 减持 万股,0
0,大业股份(603278.SH)董事、总经理郑洪霞累计已减持118万股,大业 股份 董事 总经理 郑洪霞 累计 减持 万股,0
0,电投产融(000958.SZ)：云能资本拟提前终止减持计划 已减持0.998%股份,投产 云能 资本 提前 终止 减持 计划 减持 股份,0
0,欣旺达(300207.SZ)：公司消费类电池业务正处于恢复增长的态势,欣旺达 公司 消费类 电池 业务 处于 恢复 增长 态势,2
0,为了“保壳”金科再搞“小动作”，股票于7日起成功停牌,保壳 金科 小动作 股票 日起 成功 停牌,0
0,同道猎聘(06100.HK)6月7日耗资134.47万港元回购14.58万股,同道 猎聘 耗资 万港元 回购 万股,0
0,四环医药(00460.HK)：受托人就股份奖励计划购买合共450万股,四环 医药 受托人 股份 奖励 计划 购买 合共 万股,0
0,四环医药(00460)：受托人就股份奖励计划购买合共450万股,四环 医药 受托人 股份 奖励 计划 购买 合共 万股,0
0,同道猎聘(06100)6月7日回购14.58万股,同道 猎聘 回购 万股,0
0,网龙(00777.HK)6月7日耗资296万港元回购20万股,网龙 耗资 万港元 回购 万股,0
0,雅戈尔(600177.SH)拟每股派0.5元 于6月14日分红,雅戈尔 每股 分红,0
0,ST实达(600734.SH)：948.22万股限售股6月14日解禁,实达 万股 限售 解禁,0
0,宝莱特(300246.SZ)：四川宝莱特透析粉液生产基地已建成，预计将能在今年内投产,莱特 四川 莱特 透析 粉液 生产 基地 建成 预计 投产,0
0,默克起诉美国政府，美国药品定价改革博弈激化,默克 起诉 美国政府 美国 药品 定价 改革 博弈 激化,3
0,伟思医疗(688580.SH)：向激励对象授予106.15万股限制性股票,伟思 医疗 激励 对象 授予 万股 限制性 股票,0
0,宝莱特(300246.SZ)：自主研发的自动化腹膜透析设备PD600治疗模式齐全，搭载物联网系统,莱特 自主 研发 自动化 腹膜 透析 设备 治疗 模式 齐全 搭载 联网 系统,0
0,晶华新材(603683.SH)：减持数量已过半 监事周德标累计减持20.13万股,华新 减持 数量 过半 监事 周德标 累计 减持 万股,0
0,比亚迪股份(01211.HK)：增设人民币柜台,比亚迪 股份 增设 人民币 柜台,0
0,宝莱特(300246.SZ)：目前主要是国产透析设备的国产化率低，完全国产自主的透析设备仅占不足10%的市场份额,莱特 国产 透析 设备 国产化率 国产 自主 透析 设备 市场份额,0
0,希腊经济意外萎缩 德国衰退背景下恐进一步拖累欧元区整体表现,希腊 经济 意外 萎缩 德国 衰退 背景 下恐 进一步 拖累 欧元区 整体 表现,0
0,宝莱特(300246.SZ)：公司G系列监护仪、输注泵、CRRT、AED、高端透析用水处理设备、尿量检测仪等等新产品在未来将陆续推出,莱特 公司 系列 监护仪 输注 高端 透析 用水 设备 尿量 检测仪 产品 未来 陆续 推出,0
0,欧洲央行管委Knot：如果通胀保持高位 可能需要进一步加息,欧洲央行 管委 通胀 高位 进一步 加息,0
0,中国药企在ASCO | 百利天恒双抗ADC治疗耐药NSCLC表现卓越，ORR最高达61.8%,中国 药企在 百利 天恒 双抗 治疗 耐药 表现 卓越,2
0,5天闪崩2次，史上最贵ST股年营收不到亿元！“人参之王”连续24个跌停，ST板块低价股扎堆,天闪崩 史上 最贵 股年 收不到 亿元 人参 之王 连续 跌停 板块 低价股 扎堆,0
0,中国药企在ASCO | 小分子领域头号赢家，迪哲医药入选2项口头报告,中国 药企在 分子 领域 头号 赢家 迪哲 医药 入选 口头报告,2
0,突发！“爆炒股”董事长、监事会主席同时辞职！,突发 爆炒 董事长 监事会 主席 辞职,0
0,晶华新材(603683.SH)监事周德标累计减持公司20.13万股,华新 监事 周德标 累计 减持 公司 万股,0
0,广信材料(300537.SZ)：随着新产能投产和新产品市场开拓，预计三季度有望实现较快增长,广信 材料 产能 投产 产品 市场 开拓 预计 三季度 有望 增长,0
0,立高食品(300973.SZ)股东赵键完成减持 合计减持1%股份,立高 食品 股东 赵键 减持 合计 减持 股份,0
0,郑州煤电(600121.SH)：控股股东拟3亿元转让6637.1万股给郑州热力,郑州 煤电 控股 股东 亿元 转让 万股 郑州 热力,0
0,京东健康(06618.HK)：人民币柜台的设立将于6月19日生效,京东 健康 人民币 柜台 设立 生效,0
0,中国软件国际(00354.HK)6月7日耗资963.6万港元回购200万股,中国 软件 国际 耗资 万港元 回购 万股,2
0,广信材料(300537.SZ)：光伏感光胶主要开发应用于光伏电镀铜新工艺中，研发进度正有序推进中,广信 材料 光伏 感光 开发 光伏 电镀 新工艺 研发 进度 有序 推进,0
0,中国软件国际(00354)6月7日斥资963.65万港元回购200万股,中国 软件 国际 斥资 万港元 回购 万股,2
0,四川成渝高速公路(00107)拟于6月15日派末期息每股A股0.1元,四川 成渝 高速公路 日派 末期 每股,0
0,中金公司(03908)将于8月18日派发末期股息每10股1.8元,中金公司 派发 末期 股息,0
0,宁王再次下跌，长春高新遭5机构甩卖2.8亿！市场突然流行“反包”，它们明天能“站”起来吗？,宁王 下跌 长春 高新 机构 甩卖 市场 流行 反包 明天,0
0,深圳燃气(601139.SH)：因到龄退休 董事长李真辞职,深圳 燃气 因到 退休 董事长 李真 辞职,0
0,华能国际电力股份(00902.HK)完成发行20亿元中期票据,华能 国际 电力 股份 发行 亿元 中期 票据,0
0,金田股份(601609.SH)2022年拟每10股派0.91元 6月14日除权除息,金田 股份 股派 除权 除息,0
0,京东健康(06618)设立人民币柜台,京东 健康 设立 人民币 柜台,0
0,一天蒸发500亿！“宁王”到底能赚多少钱？机构彻底吵翻,蒸发 宁王 机构 吵翻,0
0,神农集团(605296.SH)2022年度拟每股派0.25元 6月15日除权除息,神农 集团 年度 每股 除权 除息,0
0,松霖科技(603992.SH)：始终坚持“健康硬件IDM”和“松霖•家”的“双引擎”发展战略,松霖 科技 始终 健康 硬件 松霖 双引擎 发展 战略,0
0,我乐家居(603326.SH)2022年度每股派0.15元 股权登记日为6月13日,我乐 家居 年度 每股 股权 登记日,0
0,亚洲金融6月7日斥资17万港元回购5万股,亚洲 金融 斥资 万港元 回购 万股,0
